qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3,q1_sec,q2_sec,q3_sec
1531,160,56,19,7,7,1:25.929,,,85.929,,
1532,160,15,17,6,8,1:26.002,,,86.002,,
1533,160,35,16,22,9,1:26.124,,,86.124,,
1534,160,64,15,16,10,1:26.238,,,86.238,,
1535,160,25,22,12,11,1:26.281,,,86.281,,
1536,160,63,15,17,12,1:26.336,,,86.336,,
1537,160,37,21,18,13,1:26.349,,,86.349,,
1538,160,41,16,23,14,1:26.814,,,86.814,,
1539,160,55,20,14,15,1:26.824,,,86.824,,
1540,160,50,21,19,16,1:26.845,,,86.845,,
1541,160,65,19,8,17,1:27.051,,,87.051,,
1542,160,18,3,10,18,1:27.135,,,87.135,,
1543,160,21,22,11,19,1:27.253,,,87.253,,
1544,160,60,18,21,20,1:28.161,,,88.161,,
1545,160,48,18,20,21,1:28.333,,,88.333,,
1546,160,2,20,15,22,1:28.361,,,88.361,,
1547,161,22,6,4,1,1:25.703,,,85.703,,
1548,161,49,17,5,2,1:25.706,,,85.706,,
1549,161,57,1,1,3,1:25.741,,,85.741,,
1550,161,14,1,2,4,1:26.088,,,86.088,,
1551,161,30,6,3,5,1:26.161,,,86.161,,
1552,161,18,3,10,6,1:26.733,,,86.733,,
1553,161,23,3,9,7,1:26.786,,,86.786,,
1554,161,50,21,19,8,1:26.793,,,86.793,,
1555,161,56,19,7,9,1:26.818,,,86.818,,
1556,161,35,16,22,10,1:27.025,,,87.025,,
1557,161,15,17,6,11,1:27.164,,,87.164,,
1558,161,21,22,11,12,1:27.253,,,87.253,,
1559,161,64,15,16,13,1:27.301,,,87.301,,
1560,161,65,19,8,14,1:27.461,,,87.461,,
1561,161,55,20,14,15,1:27.559,,,87.559,,
1562,161,41,16,23,16,1:27.772,,,87.77199999999999,,
1563,161,2,20,15,17,1:27.806,,,87.806,,
1564,161,63,15,17,18,1:28.110,,,88.11,,
1565,161,37,21,18,19,1:28.135,,,88.135,,
1566,161,25,22,12,20,1:28.205,,,88.205,,
1567,161,48,18,20,21,1:28.253,,,88.253,,
1568,161,60,18,21,22,1:29.174,,,89.174,,
1569,173,30,6,3,1,1:35.825,,,95.825,,
1570,173,57,1,1,2,1:35.834,,,95.834,,
1571,173,14,1,2,3,1:36.236,,,96.23599999999999,,
1572,173,22,6,4,4,1:36.330,,,96.33,,
1573,173,18,3,10,5,1:36.628,,,96.628,,
1574,173,23,3,9,6,1:36.788,,,96.788,,
1575,173,56,19,7,7,1:36.899,,,96.899,,
1576,173,49,17,5,8,1:37.243,,,97.243,,
1577,173,35,16,22,9,1:37.267,,,97.267,,
1578,173,65,19,8,10,1:37.329,,,97.32900000000001,,
1579,173,25,22,12,11,1:37.348,,,97.348,,
1580,173,21,22,11,12,1:37.479,,,97.479,,
1581,173,37,21,18,13,1:37.652,,,97.652,,
1582,173,50,21,19,14,1:37.674,,,97.674,,
1583,173,15,17,6,15,1:37.679,,,97.679,,
1584,173,2,20,15,16,1:38.141,,,98.14099999999999,,
1585,173,55,20,14,17,1:38.209,,,98.209,,
1586,173,41,16,23,18,1:38.269,,,98.269,,
1587,173,63,15,17,19,1:38.490,,,98.49000000000001,,
1588,173,64,15,16,20,1:38.576,,,98.576,,
1589,173,48,18,20,21,1:39.972,,,99.97200000000001,,
1590,173,60,18,21,22,1:40.462,,,100.462,,
1591,175,57,1,1,1,1:30.462,,,90.462,,
1592,175,14,1,2,2,1:30.946,,,90.946,,
1593,175,30,6,3,3,1:31.781,,,91.781,,
1594,175,22,24,16,4,1:32.148,,,92.148,,
1595,175,49,17,8,5,1:32.276,,,92.27600000000001,,
1596,175,56,6,4,6,1:32.289,,,92.289,,
1597,175,21,22,9,7,1:32.540,,,92.53999999999999,,
1598,175,23,3,6,8,1:32.691,,,92.691,,
1599,175,71,17,7,9,1:32.695,,,92.695,,
1600,175,25,22,10,10,1:32.789,,,92.789,,
1601,175,35,16,22,11,1:32.888,,,92.888,,
1602,175,15,20,19,12,1:32.971,,,92.971,,
1603,175,65,24,17,13,1:32.991,,,92.991,,
1604,175,64,15,12,14,1:33.374,,,93.374,,
1605,175,70,3,5,15,1:33.549,,,93.549,,
1606,175,55,15,11,16,1:33.910,,,93.91,,
1607,175,68,21,15,17,1:34.182,,,94.182,,
1608,175,37,21,14,18,1:34.244,,,94.244,,
1609,175,41,16,23,19,1:34.412,,,94.412,,
1610,175,44,20,18,20,1:35.068,,,95.068,,
1611,175,69,18,20,21,1:35.316,,,95.316,,
1612,175,48,18,21,22,1:37.013,,,97.013,,
1613,176,57,1,1,1,1:16.568,,,76.568,,
1614,176,14,1,2,2,1:16.715,,,76.715,,
1615,176,22,24,16,3,1:17.305,,,77.305,,
1616,176,30,6,3,4,1:17.578,,,77.578,,
1617,176,21,22,9,5,1:17.810,,,77.81,,
1618,176,56,6,4,6,1:17.843,,,77.843,,
1619,176,71,17,7,7,1:17.884,,,77.884,,
1620,176,49,17,8,8,1:17.902,,,77.902,,
1621,176,25,22,10,9,1:18.334,,,78.334,,
1622,176,65,24,17,10,1:18.374,,,78.374,,
1623,176,23,3,6,11,1:18.506,,,78.506,,
1624,176,44,20,18,12,1:18.636,,,78.636,,
1625,176,15,20,19,13,1:18.684,,,78.684,,
1626,176,55,15,11,14,1:18.716,,,78.71600000000001,,
1627,176,64,15,12,15,1:19.194,,,79.194,,
1628,176,70,3,5,16,1:19.452,,,79.452,,
1629,176,72,18,20,17,1:20.016,,,80.01599999999999,,
1630,176,37,21,14,18,1:20.075,,,80.075,,
1631,176,68,21,15,19,1:20.096,,,80.096,,
1632,176,48,18,21,20,1:20.710,,,80.71000000000001,,
1633,176,35,16,22,21,,,,,,
1634,177,57,1,1,1,1:26.362,,,86.362,,
1635,177,14,1,2,2,1:26.384,,,86.384,,
1636,177,30,6,3,3,1:26.538,,,86.538,,
1637,177,56,6,4,4,1:26.993,,,86.993,,
1638,177,35,16,22,5,1:27.313,,,87.313,,
1639,177,22,24,16,6,1:27.409,,,87.40899999999999,,
1640,177,49,17,8,7,1:27.613,,,87.613,,
1641,177,71,17,7,8,1:27.708,,,87.708,,
1642,177,23,3,6,9,1:27.770,,,87.77,,
1643,177,70,3,5,10,1:28.142,,,88.142,,
1644,177,44,20,18,11,1:28.205,,,88.205,,
1645,177,65,24,17,12,1:28.246,,,88.246,,
1646,177,55,15,11,13,1:28.253,,,88.253,,
1647,177,15,20,19,14,1:28.403,,,88.40299999999999,,
1648,177,64,15,12,15,1:28.599,,,88.599,,
1649,177,21,22,9,16,1:28.750,,,88.75,,
1650,177,25,22,10,17,1:28.765,,,88.765,,
1651,177,37,21,14,18,1:29.293,,,89.293,,
1652,177,63,16,23,19,1:29.451,,,89.451,,
1653,177,68,21,15,20,1:29.656,,,89.656,,
1654,177,48,18,21,21,1:30.035,,,90.035,,
1655,177,69,18,22,22,1:30.945,,,90.945,,
1656,191,57,1,8,1,1:30.010,,,90.01,,
1657,191,14,1,7,2,1:30.053,,,90.053,,
1658,191,30,6,3,3,1:30.767,,,90.767,,
1659,191,35,3,1,4,1:30.919,,,90.919,,
1660,191,65,15,15,5,1:31.384,,,91.384,,
1661,191,49,3,2,6,1:31.397,,,91.39699999999999,,
1662,191,21,22,5,7,1:31.733,,,91.733,,
1663,191,56,6,4,8,1:31.767,,,91.767,,
1664,191,23,17,10,9,1:32.392,,,92.392,,
1665,191,71,17,9,10,1:32.399,,,92.399,,
1666,191,25,22,6,11,1:32.726,,,92.726,,
1667,191,55,15,14,12,1:33.240,,,93.24000000000001,,
1668,191,68,25,20,13,1:33.291,,,93.291,,
1669,191,22,24,18,14,1:33.383,,,93.38300000000001,,
1670,191,15,20,12,15,1:33.739,,,93.739,,
1671,191,63,21,17,16,1:33.927,,,93.92699999999999,,
1672,191,74,18,23,17,1:34.646,,,94.646,,
1673,191,76,24,19,18,1:34.906,,,94.906,,
1674,191,73,25,20,19,1:35.119,,,95.119,,
1675,191,64,21,16,20,1:35.140,,,95.14,,
1676,191,44,20,14,21,1:35.215,,,95.215,,
1677,191,75,18,22,22,1:35.301,,,95.301,,
1678,192,57,1,8,1,1:17.092,,,77.092,,
1679,192,14,1,7,2,1:17.757,,,77.757,,
1680,192,49,3,2,3,1:18.109,,,78.10900000000001,,
1681,192,30,6,3,4,1:18.250,,,78.25,,
1682,192,25,22,6,5,1:18.261,,,78.261,,
1683,192,56,6,4,6,1:18.449,,,78.449,,
1684,192,21,22,5,7,1:18.652,,,78.652,,
1685,192,23,17,10,8,1:18.735,,,78.735,,
1686,192,44,20,14,9,1:18.753,,,78.753,,
1687,192,35,3,1,10,1:18.761,,,78.761,,
1688,192,71,17,9,11,1:18.988,,,78.988,,
1689,192,15,20,12,12,1:19.069,,,79.069,,
1690,192,22,24,18,13,1:19.344,,,79.344,,
1691,192,65,15,15,14,1:19.375,,,79.375,,
1692,192,55,15,14,15,1:19.449,,,79.449,,
1693,192,76,24,19,16,1:19.375,,,79.375,,
1694,192,68,25,21,17,1:20.203,,,80.203,,
1695,192,75,18,22,18,1:20.390,,,80.39,,
1696,192,74,18,23,19,1:20.459,,,80.459,,
1697,192,63,21,17,20,1:20.481,,,80.481,,
1698,192,73,25,20,21,1:20.748,,,80.748,,
1699,192,64,21,16,22,1:20.847,,,80.84700000000001,,
1700,193,14,1,7,1,1:25.852,,,85.852,,
1701,193,30,6,3,2,1:26.251,,,86.251,,
1702,193,57,1,8,3,1:26.632,,,86.632,,
1703,193,56,6,4,4,1:26.780,,,86.78,,
1704,193,23,17,10,5,1:26.827,,,86.827,,
1705,193,49,3,2,6,1:26.876,,,86.876,,
1706,193,35,3,1,7,1:26.941,,,86.941,,
1707,193,25,22,6,8,1:27.198,,,87.19800000000001,,
1708,193,71,17,9,9,1:27.483,,,87.483,,
1709,193,21,22,5,10,1:27.836,,,87.836,,
1710,193,55,15,14,11,1:27.839,,,87.839,,
1711,193,65,15,15,12,1:28.016,,,88.01599999999999,,
1712,193,68,25,18,13,1:28.811,,,88.811,,
1713,193,22,24,18,14,1:29.249,,,89.249,,
1714,193,44,20,11,15,1:29.320,,,89.32,,
1715,193,15,20,12,16,1:29.352,,,89.352,,
1716,193,63,21,17,17,1:29.617,,,89.617,,
1717,193,64,21,16,18,1:29.617,,,89.617,,
1718,193,75,18,22,19,1:30.054,,,90.054,,
1719,193,74,18,23,20,1:30.158,,,90.158,,
1720,193,73,25,20,21,1:30.437,,,90.437,,
1721,193,76,24,19,22,1:31.178,,,91.178,,
1722,199,57,1,8,1,1:23.271,,,83.271,,
1723,199,30,6,3,2,1:23.720,,,83.72,,
1724,199,35,3,1,3,1:24.102,,,84.102,,
1725,199,14,1,7,4,1:24.310,,,84.31,,
1726,199,56,6,4,5,1:24.436,,,84.436,,
1727,199,49,3,2,6,1:24.442,,,84.44200000000001,,
1728,199,71,17,9,7,1:24.542,,,84.542,,
1729,199,55,15,14,8,1:25.081,,,85.081,,
1730,199,65,15,15,9,1:25.084,,,85.084,,
1731,199,21,22,5,10,1:25.654,,,85.654,,
1732,199,25,22,6,11,1:25.760,,,85.76,,
1733,199,64,21,16,12,1:26.376,,,86.376,,
1734,199,63,21,17,13,1:26.487,,,86.487,,
1735,199,15,20,12,14,1:26.808,,,86.80799999999999,,
1736,199,50,24,19,15,1:26.948,,,86.94800000000001,,
1737,199,22,24,18,16,1:26.990,,,86.99,,
1738,199,68,25,21,17,1:27.061,,,87.061,,
1739,199,74,18,23,18,1:28.051,,,88.051,,
1740,199,75,18,22,19,1:28.123,,,88.123,,
1741,199,73,25,20,20,1:28.608,,,88.608,,
1742,199,23,17,9,21,,,,,,
1743,199,44,20,11,22,,,,,,
1744,200,21,22,5,1,1:29.598,,,89.598,,
1745,200,55,15,14,2,1:30.317,,,90.31700000000001,,
1746,200,57,1,8,3,1:30.517,,,90.517,,
1747,200,30,6,3,4,1:30.551,,,90.551,,
1748,200,22,24,18,5,1:31.005,,,91.005,,
1749,200,63,21,17,6,1:31.028,,,91.02799999999999,,
1750,200,49,3,2,7,1:31.515,,,91.515,,
1751,200,56,6,4,8,1:31.651,,,91.651,,
1752,200,23,17,10,9,1:31.917,,,91.917,,
1753,200,44,20,11,10,1:32.081,,,92.081,,
1754,200,35,3,1,11,1:32.083,,,92.083,,
1755,200,50,24,19,12,1:32.099,,,92.09899999999999,,
1756,200,64,21,16,13,1:32.206,,,92.206,,
1757,200,14,1,7,14,1:32.399,,,92.399,,
1758,200,71,17,9,15,1:32.718,,,92.718,,
1759,200,15,20,12,16,1:32.906,,,92.906,,
1760,200,25,22,6,17,1:33.185,,,93.185,,
1761,200,65,15,15,18,1:33.205,,,93.205,,
1762,200,74,18,23,19,1:33.399,,,93.399,,
1763,200,68,25,21,20,1:34.090,,,94.09,,
1764,200,75,18,22,21,1:34.536,,,94.536,,
1765,200,73,25,20,22,1:34.910,,,94.91,,
1766,201,57,1,8,1,1:41.838,,,101.838,,
1767,201,14,1,7,2,1:42.347,,,102.34700000000001,,
1768,201,35,3,1,3,1:42.365,,,102.36500000000001,,
1769,201,23,17,10,4,1:42.994,,,102.994,,
1770,201,71,17,9,5,1:43.183,,,103.18299999999999,,
1771,201,56,6,4,6,1:43.270,,,103.27000000000001,,
1772,201,25,22,6,7,1:43.341,,,103.34100000000001,,
1773,201,21,22,5,8,1:43.369,,,103.369,,
1774,201,30,6,3,9,1:43.459,,,103.459,,
1775,201,49,3,2,10,1:43.467,,,103.467,,
1776,201,55,15,14,11,1:43.663,,,103.663,,
1777,201,65,15,15,12,1:44.599,,,104.59899999999999,,
1778,201,22,24,16,13,1:44.776,,,104.77600000000001,,
1779,201,15,20,12,14,1:44.844,,,104.844,,
1780,201,68,25,21,15,1:44.961,,,104.961,,
1781,201,44,20,11,16,1:45.197,,,105.197,,
1782,201,63,21,17,17,1:45.276,,,105.27600000000001,,
1783,201,64,21,16,18,1:45.588,,,105.588,,
1784,201,50,24,19,19,1:45.623,,,105.62299999999999,,
1785,201,75,18,22,20,1:46.713,,,106.713,,
1786,201,74,18,23,21,1:47.265,,,107.265,,
1787,203,57,1,8,1,1:48.682,,,108.682,,
1788,203,14,1,7,2,1:48.845,,,108.845,,
1789,203,71,17,9,3,1:49.728,,,109.72800000000001,,
1790,203,30,6,3,4,1:50.027,,,110.027,,
1791,203,56,6,4,5,1:50.189,,,110.189,,
1792,203,35,3,1,6,1:50.204,,,110.20400000000001,,
1793,203,21,22,5,7,1:50.462,,,110.462,,
1794,203,23,17,10,8,1:50.501,,,110.501,,
1795,203,49,3,2,9,1:50.686,,,110.686,,
1796,203,55,15,14,10,1:51.189,,,111.189,,
1797,203,25,22,6,11,1:51.648,,,111.648,,
1798,203,65,15,15,12,1:51.851,,,111.851,,
1799,203,15,20,12,13,1:52.572,,,112.572,,
1800,203,22,24,18,14,1:52.670,,,112.67,,
1801,203,44,20,11,15,1:52.784,,,112.78399999999999,,
1802,203,64,21,16,16,1:53.037,,,113.037,,
1803,203,50,24,19,17,1:53.149,,,113.149,,
1804,203,63,21,17,18,1:53.207,,,113.207,,
1805,203,68,25,21,19,1:53.237,,,113.237,,
1806,203,73,25,20,20,1:54.850,,,114.85,,
1807,203,75,18,22,21,1:55.084,,,115.084,,
1808,203,74,18,23,22,1:55.520,,,115.52000000000001,,
1809,207,35,3,3,1,1:29.369,,,89.369,,
1810,207,49,3,4,2,1:31.123,,,91.123,,
1811,207,30,6,5,3,1:31.472,,,91.47200000000001,,
1812,207,14,1,10,4,1:31.531,,,91.531,,
1813,207,56,6,6,5,1:31.881,,,91.881,,
1814,207,57,1,9,6,1:31.971,,,91.971,,
1815,207,65,15,16,7,1:32.287,,,92.287,,
1816,207,55,22,7,8,1:32.593,,,92.593,,
1817,207,44,20,14,9,1:32.842,,,92.842,,
1818,207,77,22,8,10,1:32.870,,,92.87,,
1819,207,22,24,22,11,1:33.075,,,93.075,,
1820,207,23,17,11,12,1:33.130,,,93.13,,
1821,207,78,15,17,13,1:33.327,,,93.327,,
1822,207,21,17,12,14,1:33.552,,,93.55199999999999,,
1823,207,79,18,20,15,1:33.798,,,93.798,,
1824,207,75,20,15,16,1:33.989,,,93.989,,
1825,207,15,18,21,17,1:34.120,,,94.12,,
1826,207,63,25,19,18,1:34.229,,,94.229,,
1827,207,76,24,23,19,1:34.623,,,94.62299999999999,,
1828,207,71,21,1,20,1:34.806,,,94.806,,
1829,207,50,25,18,21,1:34.943,,,94.943,,
1830,207,64,21,2,22,1:35.972,,,95.97200000000001,,
1831,208,35,3,3,1,1:16.004,,,76.004,,
1832,208,30,6,5,2,1:16.594,,,76.594,,
1833,208,77,22,8,3,1:16.644,,,76.644,,
1834,208,57,1,9,4,1:16.692,,,76.69200000000001,,
1835,208,44,20,14,5,1:16.576,,,76.576,,
1836,208,55,22,7,6,1:16.757,,,76.757,,
1837,208,21,17,12,7,1:16.912,,,76.912,,
1838,208,49,3,4,8,1:16.971,,,76.971,,
1839,208,71,21,1,9,1:17.090,,,77.09,,
1840,208,23,17,11,10,1:17.175,,,77.175,,
1841,208,22,24,22,11,1:17.259,,,77.259,,
1842,208,14,1,10,12,1:17.262,,,77.262,,
1843,208,65,15,16,13,1:17.409,,,77.40899999999999,,
1844,208,56,6,6,14,1:17.527,,,77.527,,
1845,208,75,20,15,15,1:17.999,,,77.999,,
1846,208,64,21,2,16,1:18.095,,,78.095,,
1847,208,15,18,21,17,1:18.336,,,78.336,,
1848,208,79,18,20,18,1:18.557,,,78.557,,
1849,208,78,15,17,19,1:18.644,,,78.644,,
1850,208,76,24,23,20,1:18.773,,,78.773,,
1851,208,50,25,18,21,1:18.885,,,78.885,,
1852,208,63,25,19,22,1:19.274,,,79.274,,
1853,209,35,3,3,1,1:24.473,,,84.473,,
1854,209,49,3,4,2,1:25.271,,,85.271,,
1855,209,44,20,14,3,1:25.491,,,85.491,,
1856,209,30,6,5,4,1:25.773,,,85.773,,
1857,209,22,24,22,5,1:25.942,,,85.94200000000001,,
1858,209,23,17,11,6,1:26.218,,,86.218,,
1859,209,56,6,6,7,1:26.327,,,86.327,,
1860,209,65,15,16,8,1:26.564,,,86.564,,
1861,209,21,17,12,9,1:26.619,,,86.619,,
1862,209,14,1,10,10,1:26.799,,,86.799,,
1863,209,55,22,7,11,1:27.076,,,87.076,,
1864,209,77,22,8,12,1:27.259,,,87.259,,
1865,209,71,21,1,13,1:27.281,,,87.281,,
1866,209,78,15,17,14,1:27.690,,,87.69,,
1867,209,76,24,23,15,1:28.035,,,88.035,,
1868,209,50,25,18,16,1:28.094,,,88.094,,
1869,209,57,1,9,17,1:28.135,,,88.135,,
1870,209,15,18,21,18,1:28.160,,,88.16,,
1871,209,63,25,19,19,1:28.224,,,88.224,,
1872,209,75,20,15,20,1:28.366,,,88.366,,
1873,209,79,18,20,21,1:28.413,,,88.413,,
1874,209,64,21,2,22,1:28.696,,,88.696,,
1875,210,35,3,3,1,1:23.303,,,83.303,,
1876,210,49,3,4,2,1:23.646,,,83.646,,
1877,210,30,6,5,3,1:23.955,,,83.955,,
1878,210,44,20,14,4,1:24.075,,,84.075,,
1879,210,23,17,11,5,1:24.081,,,84.081,,
1880,210,21,17,12,6,1:24.596,,,84.596,,
1881,210,65,15,16,7,1:24.723,,,84.723,,
1882,210,57,1,9,8,1:24.812,,,84.812,,
1883,210,56,6,6,9,1:24.862,,,84.862,,
1884,210,14,1,10,10,1:25.077,,,85.077,,
1885,210,77,22,8,11,1:25.371,,,85.371,,
1886,210,78,15,17,12,1:25.554,,,85.554,,
1887,210,22,24,22,13,1:25.579,,,85.57900000000001,,
1888,210,55,22,7,14,1:25.729,,,85.729,,
1889,210,71,21,1,15,1:25.743,,,85.743,,
1890,210,76,24,23,16,1:26.192,,,86.19200000000001,,
1891,210,64,21,2,17,1:26.253,,,86.253,,
1892,210,75,20,15,18,1:26.712,,,86.712,,
1893,210,63,25,19,19,1:26.852,,,86.852,,
1894,210,15,18,21,20,1:26.960,,,86.96000000000001,,
1895,210,50,25,18,21,1:27.428,,,87.428,,
1896,210,79,18,20,22,1:28.727,,,88.727,,
1897,211,49,3,4,1,1:18.216,,,78.21600000000001,,
1898,211,30,6,5,2,1:18.235,,,78.235,,
1899,211,35,3,3,3,1:18.583,,,78.583,,
1900,211,21,17,12,4,1:18.665,,,78.66499999999999,,
1901,211,14,1,10,5,1:18.779,,,78.779,,
1902,211,23,17,11,6,1:18.943,,,78.943,,
1903,211,65,15,16,7,1:19.105,,,79.105,,
1904,211,57,1,9,8,1:19.119,,,79.119,,
1905,211,55,22,7,9,1:19.263,,,79.263,,
1906,211,22,24,22,10,1:19.295,,,79.295,,
1907,211,78,15,17,11,1:19.468,,,79.468,,
1908,211,44,20,14,12,1:19.626,,,79.626,,
1909,211,71,21,1,13,1:19.674,,,79.674,,
1910,211,63,25,18,14,1:19.694,,,79.694,,
1911,211,56,6,6,15,1:19.723,,,79.723,,
1912,211,64,21,2,16,1:19.860,,,79.86,,
1913,211,77,22,8,17,1:20.199,,,80.199,,
1914,211,15,18,21,18,1:20.349,,,80.349,,
1915,211,76,24,23,19,1:20.516,,,80.51599999999999,,
1916,211,79,18,20,20,1:20.606,,,80.606,,
1917,211,75,20,15,21,1:20.961,,,80.961,,
1918,211,50,25,19,22,1:21.290,,,81.28999999999999,,
1919,212,35,3,3,1,1:16.525,,,76.525,,
1920,212,49,3,4,2,1:16.791,,,76.791,,
1921,212,14,1,10,3,1:17.521,,,77.521,,
1922,212,55,22,7,4,1:17.717,,,77.717,,
1923,212,57,1,10,5,1:17.737,,,77.737,,
1924,212,77,22,8,6,1:18.041,,,78.041,,
1925,212,30,6,5,7,1:18.313,,,78.313,,
1926,212,21,17,12,8,1:18.385,,,78.385,,
1927,212,23,17,11,9,1:18.423,,,78.423,,
1928,212,65,15,16,10,1:18.494,,,78.494,,
1929,212,56,6,6,11,1:18.873,,,78.873,,
1930,212,44,20,14,12,1:19.157,,,79.157,,
1931,212,81,15,17,13,1:19.323,,,79.32300000000001,,
1932,212,63,25,18,14,1:20.079,,,80.07900000000001,,
1933,212,71,21,1,15,1:20.089,,,80.089,,
1934,212,75,20,15,16,1:20.103,,,80.10300000000001,,
1935,212,22,24,22,17,1:20.255,,,80.255,,
1936,212,15,18,21,18,1:20.452,,,80.452,,
1937,212,50,25,19,19,1:20.582,,,80.582,,
1938,212,79,18,20,20,1:20.672,,,80.672,,
1939,212,64,21,2,21,1:21.029,,,81.029,,
1940,212,76,24,23,22,1:21.060,,,81.06,,
1941,213,30,6,5,1,1:18.095,,,78.095,,
1942,213,35,3,3,2,1:18.108,,,78.108,,
1943,213,22,24,22,3,1:18.388,,,78.388,,
1944,213,49,3,4,4,1:18.464,,,78.464,,
1945,213,14,1,10,5,1:18.466,,,78.46600000000001,,
1946,213,21,17,12,6,1:18.750,,,78.75,,
1947,213,23,17,11,7,1:18.869,,,78.869,,
1948,213,55,22,7,8,1:18.899,,,78.899,,
1949,213,57,1,9,9,1:18.916,,,78.916,,
1950,213,44,20,14,10,1:19.034,,,79.03399999999999,,
1951,213,25,22,8,11,1:19.286,,,79.286,,
1952,213,56,6,6,12,1:19.503,,,79.503,,
1953,213,65,15,16,13,1:19.622,,,79.622,,
1954,213,50,25,19,14,1:20.102,,,80.102,,
1955,213,71,21,1,15,1:20.129,,,80.129,,
1956,213,64,21,2,16,1:20.175,,,80.175,,
1957,213,63,25,18,17,1:20.336,,,80.336,,
1958,213,81,15,17,18,1:20.357,,,80.357,,
1959,213,75,20,15,19,1:20.370,,,80.37,,
1960,213,15,18,21,20,1:20.370,,,80.37,,
1961,213,76,24,23,21,1:20.491,,,80.491,,
1962,213,79,18,20,22,1:21.034,,,81.03399999999999,,
1963,214,30,6,5,1,1:14.548,,,74.548,,
1964,214,49,3,4,2,1:14.749,,,74.749,,
1965,214,23,17,11,3,1:14.755,,,74.755,,
1966,214,35,3,3,4,1:14.800,,,74.8,,
1967,214,56,6,6,5,1:14.860,,,74.86,,
1968,214,15,20,14,6,1:14.957,,,74.957,,
1969,214,25,22,8,7,1:14.986,,,74.986,,
1970,214,55,22,7,8,1:15.228,,,75.228,,
1971,214,14,1,10,9,1:15.270,,,75.27,,
1972,214,57,1,9,10,1:15.339,,,75.339,,
1973,214,21,17,12,11,1:15.453,,,75.453,,
1974,214,22,24,22,12,1:15.876,,,75.876,,
1975,214,75,20,15,13,1:15.876,,,75.876,,
1976,214,65,15,16,14,1:16.018,,,76.018,,
1977,214,76,24,23,15,1:16.149,,,76.149,,
1978,214,64,21,2,16,1:16.536,,,76.536,,
1979,214,71,21,1,17,1:16.729,,,76.729,,
1980,214,50,25,19,18,1:16.941,,,76.941,,
1981,214,63,25,18,19,1:17.256,,,77.256,,
1982,214,82,15,17,20,1:17.538,,,77.538,,
1983,214,79,18,20,21,1:17.563,,,77.563,,
1984,214,58,18,21,22,1:18.280,,,78.28,,
1985,215,35,3,3,1,1:21.598,,,81.598,,
1986,215,49,3,4,2,1:21.732,,,81.732,,
1987,215,57,1,9,3,1:21.797,,,81.797,,
1988,215,30,6,5,4,1:21.977,,,81.977,,
1989,215,23,17,11,5,1:22.277,,,82.277,,
1990,215,14,1,10,6,1:22.279,,,82.279,,
1991,215,56,6,6,7,1:22.342,,,82.342,,
1992,215,25,22,8,8,1:22.344,,,82.344,,
1993,215,65,15,16,9,1:22.368,,,82.368,,
1994,215,21,17,12,10,1:22.371,,,82.371,,
1995,215,55,22,17,11,1:22.392,,,82.392,,
1996,215,71,21,1,12,1:23.271,,,83.271,,
1997,215,15,20,14,13,1:23.366,,,83.366,,
1998,215,75,20,15,14,1:23.887,,,83.887,,
1999,215,76,24,23,15,1:24.067,,,84.06700000000001,,
2000,215,64,21,2,16,1:24.239,,,84.239,,
2001,215,63,25,19,17,1:24.478,,,84.47800000000001,,
2002,215,79,18,20,18,1:24.553,,,84.553,,
2003,215,50,25,18,19,1:25.010,,,85.01,,
2004,215,58,18,21,20,1:25.154,,,85.154,,
2005,215,22,24,22,21,1:25.525,,,85.525,,
2006,215,82,15,17,22,,,,,,
2007,216,77,22,8,1,1:41.873,,,101.87299999999999,,
2008,216,21,17,12,2,1:41.896,,,101.896,,
2009,216,57,1,9,3,1:42.034,,,102.03399999999999,,
2010,216,30,6,5,4,1:42.181,,,102.181,,
2011,216,49,3,4,5,1:42.421,,,102.42099999999999,,
2012,216,55,22,7,6,1:42.493,,,102.493,,
2013,216,23,17,11,7,1:42.498,,,102.49799999999999,,
2014,216,14,1,10,8,1:42.687,,,102.687,,
2015,216,35,3,3,9,1:42.967,,,102.967,,
2016,216,56,6,6,10,1:43.209,,,103.209,,
2017,216,15,20,14,11,1:43.226,,,103.226,,
2018,216,22,24,22,12,1:43.272,,,103.27199999999999,,
2019,216,71,21,1,13,1:43.361,,,103.36099999999999,,
2020,216,65,15,16,14,1:43.660,,,103.66,,
2021,216,76,24,23,15,1:43.927,,,103.92699999999999,,
2022,216,64,21,2,16,1:44.069,,,104.069,,
2023,216,75,20,15,17,1:44.112,,,104.112,,
2024,216,82,15,17,18,1:44.552,,,104.55199999999999,,
2025,216,63,25,18,19,1:45.372,,,105.372,,
2026,216,50,25,19,20,1:45.811,,,105.811,,
2027,216,58,18,21,21,1:45.942,,,105.94200000000001,,
2028,216,79,18,20,22,1:46.499,,,106.499,,
2029,224,35,3,6,1,1:32.371,,,92.37100000000001,,
2030,224,71,3,5,2,1:32.509,,,92.509,,
2031,224,56,6,2,3,1:32.889,,,92.88900000000001,,
2032,224,30,6,1,4,1:33.125,,,93.125,,
2033,224,57,1,7,5,1:34.054,,,94.054,,
2034,224,55,22,3,6,1:34.257,,,94.257,,
2035,224,77,22,4,7,1:34.344,,,94.344,,
2036,224,22,17,11,8,1:34.474,,,94.47399999999999,,
